Song Title,Artist,Spotify URI,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Tempo
Honey,LAY,5NVepWpDaeBanGNJonzdVh,0.0932,0.919,0.515,0.0000289,0.0786,0.106,0.538,89.988
Heart Stop,TAEMIN,4eMI8gIIpyEETcInX54nt1,0.109,0.629,0.786,0,0.14,0.246,0.335,105.871
Moon,EVERGLOW,1ON2UoWAgGGOF4C4E8Lr21,0.0203,0.703,0.733,0,0.155,0.0456,0.659,111.961
Ice Ice (Feat. Ji Dam Yook),HyunA,142KEuaZKcjpSqYybDu68D,0.0145,0.79,0.939,0.0000176,0.296,0.12,0.715,99.992
Black Pearl,SUNMI,6f5h8n8UR4fsz8LjCkAOFy,0.16,0.709,0.646,0.000184,0.0779,0.0517,0.713,100.027
Senses,Jus2,3C7hRslMCduBjjDyfEYors,0.221,0.782,0.531,0.000654,0.622,0.19,0.4,120.015
Egoist (Olivia Hye),LOONA,5UUeEljsNQroCUNId8DIV6,0.02,0.531,0.86,0,0.373,0.0495,0.376,92.009
Sit Down!,NCT 127,3G7867O6gqh3UmpQeeMLDW,0.0603,0.819,0.812,0.00002,0.043,0.11,0.719,127.981
CHERRY,ITZY,3Ef2Sr4U0oehtcozO23yUN,0.0111,0.829,0.559,0.00000224,0.0561,0.0666,0.532,94.991
Interlude : Runway,WONHO,3YS0fEe5g2lV3NzwwS4XoV,0.000791,0.731,0.928,0.824,0.14,0.0419,0.103,126.032
Flicker,ENHYPEN,3TgPwLFXV6GEIsDZANHktY,0.00647,0.656,0.761,0.00000335,0.169,0.092,0.549,85.149
A Talk,HyunA,3LhzNNohNcHfnR36wjKP1M,0.241,0.925,0.648,0,0.0848,0.0977,0.586,99.041
Obsession,Brown Eyed Girls,2Ndn6kNr7hc0wEm8y1OcPq,0.113,0.893,0.809,0.0000164,0.0671,0.0447,0.856,119.001
Between the lips (50cm),IU,5K8D8VKWxLlS9irhfGlIEi,0.457,0.688,0.399,0,0.226,0.0307,0.514,95.884
Esperando,Gain,1y3FJv7AFwCQnTNhXQ03Ug,0.21,0.909,0.535,0.000559,0.058,0.0584,0.886,119.974
Cool Hot Sweet Love,Red Velvet,6kR8TFJ4BowMMBW2tokFWr,0.207,0.664,0.719,0,0.199,0.0475,0.824,153.039
"Come In - Ga Yoon, Hyun A",4Minute,5MPGqWRaIYQuNCX16frdYG,0.459,0.751,0.706,0,0.132,0.147,0.687,89.969
Velvet [LE Solo],EXID,6PnZCsoA7ZeArdLEtx30YC,0.345,0.642,0.71,0,0.0979,0.387,0.21,162.901
Fractal,Brown Eyed Girls,2B60SkLxltpToyhXzOI3QQ,0.769,0.828,0.314,0,0.125,0.0416,0.684,116.902
Hello [Hani Solo],EXID,4IhD7auPTVLgvSSEyqcTiZ,0.674,0.568,0.601,0,0.135,0.078,0.329,82.877
다 그런거잖아 (Feat. Reddy) Sick and Tired (Feat. Reddy),Suzy,6T2ZqLR3olMUypBzwqaoNy,0.324,0.721,0.546,0,0.619,0.284,0.464,79.963
Magic,SEOHYUN,5mORDfR3OEzdjfxPL5NIJ8,0.284,0.494,0.689,0,0.113,0.101,0.557,127.622
날 보러와요,Jun Hyo Seong,6W6FZWuwirVFm9z10mIiqW,0.232,0.675,0.861,0,0.104,0.0349,0.892,106.993
The First Temptation,Gain,2B4KeEpqowqiFlB5RldkKi,0.0395,0.891,0.707,0,0.358,0.0837,0.775,120.015
Stay Ever,LIM KIM,7k20KDbk9DZNIT1c9luYVi,0.751,0.695,0.298,0.00000275,0.127,0.332,0.182,76.029
The Gaze,Gain,1jGCodTe7zaxRdLANY2sOL,0.319,0.6,0.472,0.0000554,0.0697,0.0334,0.554,153.888
Uncover,LOOΠΔ / ODD EYE CIRCLE,2oFbMd0TcgUm7Df4Sx16h9,0.13,0.749,0.76,0,0.0722,0.0439,0.421,130.045
Kingdom Come,Red Velvet,5XJEdVQ5jl3C3dFsV7kCTZ,0.235,0.572,0.743,0.00000593,0.0761,0.12,0.678,170.123
Make Love,HA:TFELT,1auffdIOvdtgx2yTha8G6s,0.771,0.535,0.571,0,0.111,0.0385,0.241,78.844
"ALWAYS, ALL WAYS",BoA,1tHKHyxFIxipoMNHDr0QhX,0.0635,0.592,0.574,0,0.0965,0.0696,0.433,141.874
Pluhmm,HA:TFELT,4CWnti2VcGt5ijj0vxtYh8,0.226,0.821,0.656,0,0.0969,0.0542,0.654,133.991
Black,Lee Hyori,6lgmXeYOPq0fiozz4KoLya,0.035,0.699,0.784,0,0.192,0.0618,0.516,133.059
남주긴 아까워,T-ARA,3OzZ1zxov6bUUEMovWLotl,0.493,0.785,0.747,0,0.156,0.0343,0.917,122.013
Cigar,HA:TFELT,2K9wChr2H5YUdemSIlzleq,0.768,0.704,0.616,0.00000236,0.115,0.11,0.596,129.989
"아끼지마 Don't Be Shy (feat. ChoA(AOA), IRON)",Primary,1943Xa6bYdaFxsntl1wDeU,0.0585,0.659,0.843,0,0.0887,0.194,0.875,76.052
What Shall I Do,Hoody,40AwfecvV35AwiBRKQodsf,0.147,0.585,0.741,0,0.315,0.0556,0.346,104.89
I Got Love,TAEYEON,1IgRQvTqj7BKjNWRzjFEE0,0.543,0.693,0.705,0.0000014,0.108,0.158,0.828,101.956
"Happy Ending (feat. 진실 of 매드소울차일드, 개리 Of 리쌍)",Primary,4qKqOua3KiS5PAwVYig83U,0.00877,0.811,0.735,0.00000452,0.078,0.0513,0.763,110.024
Dressing Room,After School,1Shv2iyK5lI20HnUrFaDUy,0.00555,0.658,0.675,0.0000119,0.0902,0.0325,0.297,99.909
Breathe Heavy,Rania,4aI1yqy5gJnTcqX6d1H7DA,0.052,0.655,0.757,0,0.543,0.044,0.161,105.013
Sweet Sexy Fei,Fei,2fEBBbUhokJGB0UsnS6oK9,0.0148,0.619,0.591,0.00000534,0.339,0.0423,0.401,93.952
없어 GONE,Wonder Girls,6pI0pwuLLaZZOHYk6rEm80,0.282,0.381,0.903,0,0.272,0.158,0.626,71.574
Black Swan,RAINBOW,1hq60pjO9steNgF9rOPPtX,0.0107,0.842,0.699,0.00000115,0.0555,0.0433,0.711,119.974
그녀를 보면,T-ARA,7nfUKmaTczztkgAdOse2dR,0.269,0.819,0.608,0,0.0843,0.0586,0.759,93.982
Something New,TAEYEON,6oDX7N6VnXSyLdyGsDP5jV,0.15,0.679,0.88,0.0000387,0.575,0.239,0.789,98.022
Best Mistake (K),Eyedi,2Gql46sKPSMlr58XjalUd0,0.44,0.73,0.66,0.0000131,0.106,0.329,0.329,103.203
Blue Rose,LEEBADA,68F0Awp8Y64KAgvYYbUFc1,0.512,0.585,0.547,0,0.387,0.083,0.237,74.671
Rude Love,f(x),3hgnOyJFaj7RGhPeBDhonx,0.0472,0.65,0.881,0.000998,0.128,0.0432,0.544,124.99
I Know,Primary,30lA4I2DeFi7JVEV42lAYe,0.164,0.637,0.674,0,0.224,0.234,0.726,96.904
Woo Yoo [Hani Solo],EXID,3FjZ3VejPzoNdCweXQ9Smk,0.722,0.71,0.581,0,0.185,0.0327,0.264,123.924
Fill my holes,Silly Silky,302vSO4GUXgeYgNPS8sgjQ,0.00631,0.611,0.537,0.0166,0.178,0.0356,0.115,130.069
LAST SCENE,9MUSES,1HKgb1MWGgWdl5AqNN463U,0.465,0.635,0.553,0.00000712,0.0905,0.0525,0.625,80.031
안아줘 Hug Me,Baek A Yeon,5jznIirPwjlP0K2Dq1sLFr,0.797,0.672,0.492,0,0.0965,0.0605,0.333,124.06
Feel Good,ALi,0Euy7m5dBCkzgu4PTfLYmw,0.107,0.683,0.774,0,0.205,0.0491,0.714,117.034
A Tempo,Gain,1HG1ElzlCfSImIaxLSQpXz,0.522,0.311,0.449,0,0.22,0.0314,0.279,199.247
Monster Hunter,SOMA,5wBB6ybk6N1uoRLj1faVQU,0.781,0.753,0.389,0.0016,0.107,0.069,0.282,100.035
Breakdown,CLC,7rnuCuUmA04rxY9aAYdANE,0.351,0.55,0.531,0,0.168,0.357,0.745,92.053
Red Rose,LEEBADA,0yKjz2rvgqHNxG7v6U6GOv,0.557,0.637,0.805,0,0.79,0.148,0.618,99.911
My Error,BVNDIT,1cWDmFf3dHZh2HcRRuvC3Y,0.134,0.745,0.685,0,0.296,0.0484,0.489,89.993
XI (feat. Lee Hi),CODE KUNST,70VFb3TxSRMgtVS0zh7Irx,0.694,0.454,0.391,0.00000399,0.482,0.109,0.399,179.262
run,Swan,14aGnLNaDbDe1XGItWeqT7,0.755,0.514,0.203,0,0.103,0.0487,0.233,139.911
because I can not decide,Jenyer,3Vj6e7Fbyt0LqXiDxnd1qg,0.226,0.48,0.874,0,0.222,0.123,0.623,97.114
Light Me Up,Red Velvet,7BzhMJxmNDtibkjZUBnNZo,0.597,0.612,0.908,0,0.159,0.094,0.688,120.013
Hello,Jun Hyo Seong,2luxkyAMCJ7KAxklct0r6h,0.63,0.523,0.622,0,0.118,0.0511,0.685,82.963
한 여름 밤의 꿈,Brown Eyed Girls,5N0DL6wl9vbZnCKLB5a4gb,0.355,0.683,0.53,0,0.0994,0.0395,0.488,119.832
I Don't Mind,Girl's Day,68oq0ZKrfvBY86V24yLLao,0.158,0.751,0.503,0.0000346,0.0745,0.0279,0.228,117.999
비밀,Beige,3KZ1gpFwytyBtisnuILBMd,0.626,0.786,0.415,0.0000405,0.089,0.0464,0.425,81.007
Do You Love Me,LUNA,63qKvpdZu2gWwXLfuciIVu,0.248,0.412,0.586,0,0.386,0.27,0.446,90.632
무기력,지예홍,484Jp4irWZnSS9QjpClEk7,0.881,0.738,0.337,0.0000786,0.107,0.0501,0.251,136.033
Fancy,Bay B,77KwBXE5LQP0apWLyf4HFW,0.472,0.718,0.67,0,0.162,0.322,0.603,90.054
Wonderland,Dreamcatcher,0ca0yslrN216u69XqZ6S4H,0.318,0.77,0.631,0,0.078,0.104,0.459,124.973
Single Bed,BESTie,3yUGqNeu8RnwOwNnVKptHt,0.233,0.793,0.699,0,0.378,0.0425,0.45,112.05
Who Am I,SUNMI,2mCm2BC5rNsX4dCe0IedxS,0.0256,0.801,0.793,0.00000215,0.101,0.167,0.714,120.049
Deep,U Sung Eun,2nAtwIphBeftpTtyL1T42h,0.366,0.576,0.734,0,0.306,0.149,0.798,79.905
밤,설아,0wwJHD3zbZzxarJEqOO4Ks,0.726,0.547,0.484,0.00112,0.225,0.1,0.353,70.056
Moonlight,SEOHYUN,6ek3TYOxza935ZZczhxP7Y,0.318,0.691,0.567,0,0.0818,0.122,0.478,86.995
Hello (feat.Hip Job),Gavy NJ,66f4Xfwes532JkfWtaCIRm,0.201,0.661,0.837,0,0.188,0.04,0.451,120.988
Good and Evil,Hoody,4PcQGUo53Btrtol45uPtJU,0.276,0.623,0.799,0.0000334,0.207,0.0324,0.222,122.041
Boy,Brown Eyed Girls,4uNMIo2vIB5KxDLPbTgwqS,0.0695,0.861,0.887,0.0000041,0.123,0.0604,0.819,115.051
Shoo,The Barberettes,1FkrBWIFDMdCkYqAYhIpu6,0.387,0.65,0.336,0,0.274,0.0748,0.48,77.006
Sway Bae,lili coy,5z03jT8dmNc0S7ubsZ17kg,0.399,0.641,0.485,0.0992,0.0795,0.0803,0.381,182.066
Don't Go,KozyPop,0ODIeoByXxlptX7dfxq6VS,0.695,0.64,0.802,0.00000493,0.42,0.0533,0.293,150.051
차올라 Come To Mind,Bay B,53Fpqcv0kMPXynVCnQmdwS,0.392,0.839,0.783,0,0.311,0.101,0.856,113.931
Hate Me,9MUSES,4hTkBtDzPRsyLtFPXWd5DG,0.132,0.667,0.746,0,0.0735,0.0397,0.534,113.92
BANANA,CODA BRIDGE,3bphRqQjMMS75dG2PZHmUY,0.172,0.655,0.88,0.000087,0.105,0.0946,0.798,120.023
"Actually, this is a secret 사실 이 얘기는 비밀인데",LABOUM,6aCJn5qZMqSooc3gt6jYUI,0.59,0.624,0.624,0.00000193,0.0871,0.0555,0.64,171.81
Turn Off The Light,FIESTAR,1bejH86BWDOSbUu98qH7sl,0.216,0.793,0.785,0,0.477,0.0454,0.768,119.024
Secret place,미뮤,1BR6Y7lTTYGWMfJPpiemsr,0.0784,0.83,0.695,0.00112,0.239,0.233,0.614,104.987
HUSH,LABOUM,3QVnjaxNsqnDbEu0YfQlXc,0.438,0.65,0.604,0,0.0941,0.0911,0.367,124.662
Moment (Feat. RIPLEY),QUIZQUIZ,1o7mwuOQ9l9qb6cmTGm9GU,0.761,0.409,0.458,0.00000291,0.0714,0.0618,0.347,139.235
Show Show Show,Lee Hyori,2UF7bXEaH6wnledHwpDPNW,0.833,0.745,0.254,0.00000118,0.111,0.0298,0.158,101.01
It's The Man,Woong San,1D42cygxPiAHE20CZzs3Zx,0.0891,0.711,0.79,0.00000567,0.0482,0.0381,0.763,91.013
OFF THE RECORD,Bada,1lNLdO0VB6n63jPZLoCPvZ,0.332,0.515,0.721,0,0.117,0.241,0.384,167.955
Trip In The Seoul 띠용,Song In Hyo,5b34kOTXGUrKiDGDLCr07B,0.0347,0.595,0.617,0.00857,0.148,0.0352,0.74,80
Daybreak,GA EUN,6AB5ZskqbvTXj9Vg63mt7j,0.726,0.793,0.479,0.000252,0.107,0.0368,0.604,110.023
Moody Night,Brown Eyed Girls,0BRVHEPdohSSM8qufMqRMe,0.00967,0.552,0.89,0.00000713,0.0784,0.362,0.769,179.843
Dance,Hoody,5NiHZBVxEhbyz4Zj3rUba3,0.0311,0.512,0.763,0,0.187,0.233,0.603,169.56
The Days,Woong San,3PhFjOVIridcoguTrq7Vkt,0.866,0.641,0.225,0.00416,0.0947,0.106,0.219,119.947
For you,T-ARA,7J2L6XTVAjfnvt0N6GVuMJ,0.255,0.608,0.919,0,0.312,0.0616,0.701,105.052
I Don't Mind,BoA,5ffHoSTXIRq9ZOPdxZzUkh,0.223,0.681,0.824,0.00000304,0.265,0.102,0.837,113.951
PETER PAN,Leenzy,6iWiWKhoF2W9tvvKOHzbot,0.389,0.472,0.751,0,0.117,0.503,0.655,68.002
VENUS,D’allant,0ABXWCkxKExNW4ZPH8pAEP,0.794,0.848,0.384,0.00237,0.0848,0.0805,0.834,144.042
Nobody,Fanxy,2uOfzVwWlpXPU4QQJObLbw,0.524,0.636,0.535,0.000768,0.108,0.0339,0.0488,108.974
"More you hide, more you reveal 숨길수록 드러나는 것",GA EUN,5PkhFWvCNfUZRRF44jxv3M,0.438,0.765,0.458,0.0000352,0.0737,0.0677,0.547,119.916
Give Your Love?,SPICA.S,0a9FIr27XwrDDd3WYkQ2pi,0.247,0.764,0.786,0,0.321,0.054,0.738,109.924
I Do,NASTYONA,6PcO4LwfLbYx3RNvliqQp4,0.503,0.528,0.498,0.0000786,0.16,0.39,0.633,59.145
Somehow Today,Woong San,5PSzE4TmQtZ2rxAVZygeHR,0.308,0.683,0.371,0.00812,0.092,0.256,0.326,146.13
Mr.Lee,Jyunky,7caAC16pe0QK8shcDS7wkn,0.593,0.789,0.373,0,0.0847,0.0314,0.527,103.995
Touch,Anda,3M4kYGeKCIEzBOgbtWcM99,0.0353,0.829,0.783,0,0.0961,0.115,0.57,87.992
Thinkin Bout You,KATIE,5kx5NtuqynfuDqUppK4qa4,0.606,0.74,0.373,0,0.0944,0.0366,0.321,120.105
Too Much (Feat. DEAN),Loco,1iArAuiiDPjtZcwO33YeLF,0.0742,0.747,0.618,0,0.107,0.047,0.621,102.038
Dejavu,NU'EST W,1VAwnMFpVRc0CvdRRsHDrP,0.24,0.769,0.661,0,0.118,0.133,0.552,107.967
Bonnie & Clyde,DEAN,6IFpwncCkKrXHyP0RuG9r6,0.426,0.642,0.642,0.00000774,0.672,0.0725,0.475,94.958
No More,UNI.T,2O5p6cjooU86FnEvnUVGoD,0.178,0.539,0.865,0,0.0992,0.0988,0.735,161.969
BOOM,LEE MINHYUK (HUTA),3jATBjBJAWLVkAB2gCjrqE,0.0271,0.713,0.875,0,0.0572,0.0638,0.432,96.068
Sunny Side Up!,Red Velvet,5yGTiC0ypN09P4Nl6tE3FY,0.149,0.706,0.694,0,0.11,0.0722,0.586,134.96
EVITA!,DeVita,5GOxrv4CMwcxuqZbGQdZGI,0.000662,0.81,0.621,0.000687,0.0688,0.0674,0.412,108.021
Not That Type,gugudan,0y9sv3icY6HUiEa4FfC39u,0.0888,0.729,0.922,0.00000837,0.166,0.122,0.745,110.044
Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,5fgpCIjBJ098E9zqN9DS87,0.0402,0.548,0.857,0,0.0849,0.112,0.565,111.948
Cherry On Top,10시 45분,2wpA6ZArhzeHDWKr83S6sj,0.0416,0.849,0.56,0,0.164,0.0579,0.559,105.025
Oh NaNa (Hidden. HUR YOUNG JI),KARD,1ZgfAxHQCXLt8o1VXEHHAt,0.0615,0.756,0.922,0.000462,0.0723,0.0539,0.809,100.005
Marionette,Stellar,41HYttCBvuyzQqiQyMg7D9,0.0395,0.794,0.833,0,0.0469,0.0346,0.901,103.977
SAY MY NAME,HYOLYN,2bqJlYb6t4lXKGB4Xd4TjK,0.0456,0.544,0.718,0,0.0855,0.0421,0.474,144.95
La Rouge - Special Track,Red Velvet,1O7qPyMtudzP3APaOT2OTH,0.0814,0.614,0.842,0,0.0744,0.075,0.705,94.907
FEVER,J.Y. Park,0x9Vpw90j9fDb669IydnHL,0.0238,0.832,0.827,0.00000602,0.0949,0.144,0.809,95.963
Mysterious,HELLOVENUS,0wMEYxMpEi5kYt50EmKT9j,0.108,0.615,0.817,0,0.099,0.206,0.801,206.046
Black Widow,PRISTIN,6jWOr3rzlR76nSbPi600oK,0.0822,0.695,0.862,0,0.186,0.0604,0.642,149.971
Rumor,H.I.N.P (Hot Issue of Ntl. Producers),7jctPW5gAlj07A69fzS8m1,0.123,0.741,0.862,0.00000145,0.353,0.0816,0.529,101.944
Attaboy,Red Velvet,1ni3URO3waGQI8R6GNZ6sz,0.022,0.774,0.785,0,0.138,0.216,0.646,104.959
Pink Walk,Gaho,0z0zo43gGLVSvPalKv2jlP,0.17,0.895,0.43,0,0.0661,0.279,0.67,112
Ice Cream (with Selena Gomez),BLACKPINK,4JUPEh2DVSXFGExu4Uxevz,0.0317,0.79,0.701,0.0000806,0.0311,0.365,0.91,159.972
"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,1fMXWEkJpIH483OrKn1zFV,0.0588,0.783,0.809,0.00001,0.515,0.221,0.814,140.025
Show Window,HELLOVENUS,0mbIpeKLw41ylbbJkRwxpJ,0.0181,0.623,0.851,0,0.11,0.218,0.584,192.012
She Said (with BIBI),Crush,1yrGwTuSYORDMD7kIvAKNK,0.297,0.688,0.652,0.00000115,0.102,0.126,0.601,142.098
You Calling My Name,GOT7,6f4wghlwYWGLqGEIKc6HDQ,0.0917,0.813,0.667,0,0.0802,0.0616,0.514,111.02
Eureka,ZICO,7CCNaQPv7eS74h6AmUMV59,0.0298,0.736,0.806,0,0.0847,0.328,0.763,119.936
I am a woman too,Minah,6eZIscbY9NSAedzn7lk7sw,0.332,0.558,0.912,0,0.0583,0.279,0.713,187.979
안 믿을래,BerryGood,06jtdJSVBxG5jRAODWB2xC,0.0882,0.428,0.897,0.0000068,0.14,0.235,0.343,205.649
Diamond,Red Velvet - IRENE & SEULGI,41vPeGMYDN84rC9FSv4BTl,0.143,0.717,0.731,0.000001,0.119,0.0442,0.498,91.035
QUEEN,TWICE,2xVCwFrNYnllRX1g0drYVI,0.139,0.629,0.837,0,0.107,0.258,0.423,105.882
MAKE ME GO,TWICE,6caS9LrdquWAfGeAmjqt1t,0.00539,0.818,0.633,0.00174,0.0446,0.0611,0.814,111.517
Breakthrough,TWICE,5COO2JgOmHIJ2jsXFwflz8,0.0439,0.868,0.728,0,0.0975,0.11,0.616,112.006
Villain,CHEETAH,2OHTbYkAIkrHhQrPxiDzK3,0.348,0.858,0.696,0.0000185,0.509,0.272,0.753,95.977
favOriTe,LOONA,2hynpFtQsg5wqVevY8z6G7,0.00841,0.59,0.941,0,0.402,0.0555,0.581,98.986
SHOOT!,ITZY,11RRkvXd7FvwxLWvtuBIR1,0.353,0.852,0.759,0.00000186,0.152,0.0495,0.911,131.946
Catch Me,WJSN,1fsyB4CyByxtMoV83IUD4j,0.01,0.747,0.941,0.000435,0.0648,0.0583,0.842,139.954
New Me,WJSN,0ziCTG3nr5ZqqpnPSASwvD,0.00691,0.662,0.874,0,0.232,0.0767,0.744,92.995
ROBOT,WJSN,32wG4GX1bNSCSkh6bFMbBS,0.198,0.762,0.675,0,0.242,0.0506,0.404,144.059
Love Letter,LOONA,3t7m1KLkT2aPvqyzVRnTBy,0.257,0.623,0.652,0,0.125,0.0377,0.172,110.981
ON N ON,Miso,5XDcGqKJ038edsTPs0ySt5,0.236,0.67,0.917,0.0000197,0.185,0.0778,0.74,107.022
KKPP,Miso,1vmFIYqmcVCfE6QB9TlYl1,0.000587,0.664,0.944,0.0465,0.332,0.0742,0.748,104.951
Pink Lady,Miso,30KjN9D9LVbQGggPiKKcC6,0.0551,0.755,0.794,0,0.119,0.0687,0.451,106.002
LION,(G)I-DLE,4TArUx34wOehwpnbXlKBQY,0.0237,0.737,0.726,0,0.124,0.0347,0.182,109.991
MAZE,(G)I-DLE,5xptVEzEqCXv0oIJmyDYOJ,0.109,0.726,0.85,0,0.192,0.0358,0.504,99.99
Done,WJSN,3ywQdbgLcR5ljONSNguBlD,0.0674,0.804,0.703,0.00000334,0.0762,0.0785,0.587,120.067
SOLO,JENNIE,2XIaetAZTyR7oQfHh8DZ2B,0.0861,0.752,0.642,0,0.0953,0.0869,0.388,95.043
Dumb,BVNDIT,1PNb8pRsZGa8XN1m5nJe70,0.0976,0.652,0.837,0,0.0844,0.0723,0.562,108.042
핫해,BADKIZ,3B5noM4glaOYa1tC04fE8C,0.0162,0.809,0.94,0,0.308,0.159,0.703,119.018
My Body,NADA,793LW3J3ICXvVHDShY9mtx,0.126,0.523,0.664,0.000168,0.443,0.0734,0.78,94.865
DESSERT,HYO,6u0pZe0Uv7GBR0iKptfWRf,0.0586,0.713,0.927,0.0000354,0.373,0.112,0.618,115.072
DDALALA,XUM,6k0oBzttyuVWzLZU9ZM5pe,0.1,0.752,0.783,0.0000397,0.673,0.0562,0.471,150.026
Of Course,THE9-劉雨昕,66iHg8S5woGSS5WFLGkv1s,0.329,0.82,0.622,0,0.0853,0.0728,0.0885,125.12
BAD GIRL (Prod. Czaer),LACHICA,4yCQYX8eKL1XYJmGglSV1A,0.0815,0.725,0.729,0,0.107,0.0829,0.829,92
Lips,NCT 127,5xcvypjG0VDrV8eSOiP0oI,0.0164,0.853,0.725,0,0.0916,0.0625,0.383,101.036
After Midnight,WayV,5OyBCIBDkTWUSvbFPFnKl0,0.0963,0.577,0.87,0,0.071,0.0557,0.327,105.292
Ride Or Die,KAI,5Ej0A9BOsVSrxYwC6GSfCv,0.609,0.555,0.858,0.0000261,0.0885,0.0316,0.23,148.402
Manitto,VILLAIN,4DWaUWwwW4EryY3DBrCZRC,0.00651,0.674,0.879,0,0.107,0.335,0.766,121.97
Tie,OH SAE BOM,4FWsuKFgCrE3VwFYW7HJPv,0.202,0.563,0.688,0,0.049,0.0685,0.655,86.145
Body Rhythm,SHINee,7MUksmMcnTI2Sf3bzplnQc,0.366,0.602,0.798,0,0.363,0.0795,0.7,84.047
Get You Alone,BAEKHYUN,3K1hH4PSGXbzczwtdBvMNW,0.176,0.777,0.774,0,0.17,0.0319,0.604,110.055
What I Said,VICTON,1FR5w3JYKIgPQ4sf2ARVCn,0.0208,0.636,0.912,0,0.0631,0.102,0.76,142.1
YES,DEMIAN,34Lx0rSnk1mCMkbJHMQAJG,0.634,0.414,0.521,0.00254,0.322,0.0322,0.228,109.65
Jazz Bar,Dreamcatcher,4dIZBPtKfOvo8YuundgcwH,0.704,0.683,0.707,0,0.335,0.128,0.72,93.936
Drown,BAEKHYUN,5KRF0oOJLEfm3x2N9S2cwa,0.00929,0.598,0.776,0,0.1,0.0456,0.577,105.926
savanna,OnlyOneOf,2jVvkX1vtGgQmQ0b8EOR8i,0.328,0.52,0.754,0,0.119,0.231,0.732,103.709
Not Mine,DAY6,67C8NRYbI2XwiYilezmxZQ,0.0998,0.603,0.595,0,0.0573,0.0349,0.645,85.01
Amnesia,KAI,11dQTEghmS3uFipXhk1Tbl,0.303,0.521,0.661,0,0.185,0.0409,0.355,141.957
Strings,TAEMIN,5BX6X2pIA08Fa5YlXtGd7N,0.496,0.707,0.466,0,0.117,0.0726,0.329,79.536
Bxxch,JEY,1kab1tNU7omZekiiGCXjr9,0.024,0.723,0.718,0,0.154,0.127,0.906,152.03
TOUCHIN',KANGDANIEL,4N5jdijK8DSBbBd4A30DUe,0.0322,0.719,0.652,0.00000465,0.27,0.0409,0.823,112.005
Think Of You,TAEMIN,5Hvi3XSS00txHgZB6UZhFl,0.223,0.595,0.722,0.00000311,0.113,0.177,0.644,104.487
Words Don't Come Easy,MAMAMOO,5IFBJX7Wf4EzhECoiCjCch,0.586,0.872,0.545,0.000709,0.131,0.0445,0.727,119.978
Poison Love,Dreamcatcher,7C3cUybMDDF7PKyFcDWouF,0.293,0.735,0.865,0.00137,0.115,0.0487,0.508,124.92
SUNSET,KNK,2goLUZttXx4gaXnsEwe9PT,0.00348,0.61,0.799,0.0000828,0.142,0.0681,0.505,119.98
"Party, Feel, Love (Feat. DAWN)",HyunA,24UUm3hRRZvyPyasjgtHQ0,0.432,0.776,0.46,0.00000796,0.154,0.327,0.325,140.011
dOra maar,OnlyOneOf,74vGOOJNRS7TbjbPngjD6w,0.543,0.643,0.768,0,0.191,0.0561,0.769,84
City Lights (U-Know Solo),TVXQ!,5Ys4Y4sHPw6vIP84ID48KY,0.312,0.676,0.625,0,0.105,0.0592,0.36,139.973
Desire,ATEEZ,0UsHnRSfWyviHYhqsLMi0g,0.0146,0.58,0.81,0,0.702,0.102,0.574,101.971
Ain't About You (feat. Kiiara),WONHO,2RyUmXSGz9CinAwnM2gDjd,0.42,0.781,0.593,0,0.317,0.18,0.926,110.033
"BABY (Feat. CAMO, JUNG JIN HYEONG)",DJ ROOTS,4CEUEfIuSTdWgYdIWXhCw2,0.00699,0.672,0.855,0.0000229,0.0943,0.036,0.256,139.928
AURORA,JONGHYUN,4Q70YGOq4IL49nWXG0wvxF,0.235,0.569,0.774,0,0.0729,0.253,0.703,63.21
Night View,MONSTA X,0cCodghRuNyt6AOtz46y5L,0.349,0.709,0.813,0,0.292,0.0783,0.381,109.996
I Got This,Jay Park,2sEdXujgc14Ievi5PYtnwG,0.0998,0.627,0.539,0,0.152,0.0988,0.124,102.768
Crazy (Guilty Pleasure),JONGHYUN,4z1xOpkYXm1My9JwNMdtIF,0.0697,0.447,0.882,0,0.0958,0.37,0.628,180.971
picassO,OnlyOneOf,2v1Bo6vkTcsfHJX9dO5Eqf,0.229,0.7,0.707,0,0.149,0.103,0.461,139.962
OKAY,Jackson Wang,6EyVzKFaV2quTgrjnql7WT,0.33,0.905,0.684,0,0.0554,0.0703,0.542,120.025
우주가 있어 Orbit,JONGHYUN,0c2CzoZMcXUhvHWjnZNwkf,0.437,0.677,0.754,0,0.0654,0.0564,0.783,87.048
ADDICT,SUNMI,4SKDBovL7V7JzFz4BtAaUd,0.0848,0.58,0.912,0.000697,0.0657,0.0605,0.523,100.003
Famous,TAEMIN,23DlvX6sqiQZYzzfVrCQJr,0.00278,0.818,0.796,0.0326,0.0886,0.133,0.697,115.032
Horizon,I.M,0gRcXSB03wwcccSpZNBuRg,0.198,0.618,0.649,0,0.0971,0.052,0.147,95.951
Fireplace,JONGHYUN,6X8cpgM2Cf3rnZqXxfSjHQ,0.264,0.635,0.596,0.00000738,0.055,0.083,0.487,128.022
