Song Title,Artist,Spotify URI,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Tempo
"Take Courage, Take Heart - Shake It Off",yesun,2iP9edjDEFjmpT4t6BuPRO,0.464,0.588,0.686,0.649,0.0985,0.0255,0.338,96.024
welcoming the moon trip,dongyi,0PxQ9PisOytpkqMEngzDgk,0.896,0.397,0.0787,0.682,0.111,0.039,0.0812,115.36
Winter Wonderland,YUNSEOKCHEOL TRIO,7hVGDWmkXtSIv5XwJuc4AW,0.413,0.646,0.454,0.856,0.0609,0.0468,0.437,85.038
White Christmas,Kangziwon,34jFiBvQltG35fneRLMMQM,0.869,0.378,0.286,0.000572,0.124,0.0371,0.276,121.355
Dear Polar Bears,Raon Park,0fcLigZyZnPz8GOjcibxsl,0.46,0.73,0.325,1.80E-06,0.0774,0.0339,0.435,134.022
Every Little Step,Seon Dabin,61wwBgK2Ff5yao4QKhuPUX,0.375,0.733,0.703,0.36,0.0858,0.0304,0.402,100.016
Annual plant,MANIK,3Odx622SRpsHSylBSbfsaw,0.22,0.647,0.465,0.00572,0.0741,0.046,0.432,159.913
Breeze,김상준,6CX8ZtHiupf9EulZXjXKA9,0.62,0.427,0.328,0,0.211,0.0338,0.196,179.832
"Yes, It's You",Jeong Hayoung,0weLc1Dv24xWH4LvRB6W3p,0.705,0.637,0.64,0.911,0.0726,0.0378,0.389,111.943
rooftop story,Song Hyukkyu,7qDqkkAo9zPwAbTL0jvuLu,0.295,0.828,0.26,0.729,0.119,0.0486,0.468,89.026
Churros,ROCHAE,2qXbzLmJqrxYjur5BJGq1c,0.378,0.748,0.457,0.854,0.185,0.0474,0.843,109.997
Best Friend,Jade,32bStQb6gjhmWLoiAAYSno,0.858,0.599,0.283,9.06E-06,0.115,0.0293,0.254,76.036
Tic Toc,Jue,2KnvApXYvFxFU9gqo6bu8o,0.566,0.837,0.493,0.00573,0.0918,0.136,0.607,82.995
Sag,youra,0WT5exMmrq1biJR2cvJepO,0.0747,0.481,0.451,0.0179,0.11,0.0336,0.225,180.083
Tinker Bell,오수경,1nqcPqcAtTvifR4zxuXojJ,0.881,0.521,0.353,0.875,0.332,0.0272,0.0922,149.962
Folding firepot,JAZZ DELUXE,7GSZVMov9m9UO55csoY8WZ,0.816,0.736,0.443,0.816,0.104,0.031,0.476,89.958
Time Flies,Hyeonseok Jin,7f3VOozkefRBvZRyeEbsYk,0.927,0.459,0.493,0.923,0.239,0.0321,0.546,121.234
Profile,Young Jin Kim,2U8kKyjv3y0FZ6D1RL6AcR,0.886,0.436,0.179,0.943,0.108,0.054,0.256,179.855
Vacancy Hugs Time,youra,2fOucbHur1VE47D1m5UCgB,0.205,0.604,0.366,3.69E-05,0.265,0.118,0.307,72.178
Difference (with Park Chan Young),Jinju Yi,6VuslUo78MrJiJTmlbPUhQ,0.974,0.221,0.22,0.846,0.11,0.0366,0.167,84.74
Late Autumn,Heather,3mi9ZwNuK4rG3nVyAZJajb,0.598,0.768,0.278,1.17E-06,0.104,0.0329,0.225,109.996
Margarita,Dj.Girin,0lcoFS3nK9fZoWxUSMff0I,0.615,0.567,0.533,0.0596,0.0502,0.0368,0.0628,144.043
Unspoken Words,Wonmi Jung,4mTXOg7AweKIjmqSk0CP7c,0.915,0.357,0.0695,0,0.0922,0.0411,0.117,102.443
Sorcery Soup,youra,1ddVTVxABHqds436IzH004,0.632,0.693,0.304,0.00995,0.073,0.0671,0.366,76.011
Ureonada,Do&Be Sound,4YS7FPQN5hGBzrBC9X55Hf,0.471,0.583,0.597,0.00943,0.123,0.0276,0.415,124.879
November Rain (Feat. Groovy D),PIACAL,6wN0bERE8RNJvEAeG7tEAW,0.885,0.388,0.129,0.00715,0.12,0.0338,0.108,127.189
무지개나라,승연아빠,6hxwYtDkQ35mNuYsiRgqId,0.558,0.724,0.455,0.595,0.307,0.0317,0.767,109.941
Escape from the city,DOPEY,1FGtv4md7PpOofoNF8V6pl,0.447,0.533,0.453,0.87,0.0926,0.0679,0.668,161.877
수암로,Uri,1agp7haerf4CHKUOix59bO,0.685,0.678,0.394,0.951,0.112,0.0297,0.45,89.949
Dead End,Jay Kim,69F1rfqGeNGhAZVqkyVAZp,0.17,0.551,0.532,0.0679,0.186,0.0494,0.366,137.754
Like It,Jay Kim,1KK7fQbTsWKeexy76WlvC4,0.0459,0.7,0.792,0.023,0.209,0.0285,0.393,110.015
풀빛푸른,Q-Han,6SNqL7uzSSESJ3IMKLFCdN,0.988,0.474,0.176,1.58E-06,0.0734,0.0602,0.24,182.731
Petrichor (Nature),Ham Moon,29vC3hES7e492HvTN2Jw4Y,0.871,0.511,0.468,0.835,0.123,0.0346,0.0852,157.988
A Sorrowful Memory,Ha Dong Yeon,1OXu0ppB1dUwwKMF9Un4q9,0.244,0.562,0.647,0,0.271,0.0324,0.628,167.896
Isolate (feat. 고아람),Irony,7JrApI8n2Sj8XntY0QFJ0Q,0.216,0.684,0.446,3.48E-06,0.102,0.0726,0.383,80.963
forever,Love recipe,1zgGCWMf6OOh2IP7OmkI03,0.803,0.662,0.306,8.64E-06,0.0936,0.0262,0.286,89.945
Diaspora,Woong San,4LxjliHXyosD6sqDp9vMjU,0.898,0.467,0.0823,0.00397,0.101,0.0428,0.17,130.585
Home,Ann Kim,0HfVfNfoK8ZpZ6EvKUgQLg,0.965,0.404,0.106,0.799,0.162,0.0348,0.108,70.472
Eollebit,Do&Be Sound,66wIabheOrniEJ0kZWxilI,0.203,0.487,0.869,0.923,0.0723,0.0321,0.927,159.971
The Day Of My Naughty Cat,Jeong Sook In,5wynjj4joJ0co90AdjGvq1,0.837,0.661,0.349,0.86,0.0589,0.0658,0.361,128.191
Venice Calle,Standard1,4BQtzBhik3F3bDeerVrHvZ,0.768,0.848,0.425,0.000582,0.0906,0.0349,0.834,119.984
Classic Coffee,김병근,3VjfNMeLYZoiqm5cVmFm80,0.906,0.239,0.266,0.00108,0.161,0.0292,0.199,87.632
Hedgehog's Dilemma,토끼풀,2U8ltLrIzI7PcNPn75Cdcf,0.327,0.511,0.302,0.00164,0.155,0.0293,0.236,149.994
Panama City,신영주,0VMAEcSHxnQdMedvh0DmDg,0.0357,0.569,0.732,0.963,0.214,0.0277,0.732,89.99
Bohemian,Gypsum,2ragyAOyclvs6CaBEE3Ouw,0.811,0.681,0.473,0.852,0.067,0.0351,0.305,103.995
Close my eyes,Park Sung Il,0jNqyuk278VsrMjcAUzAzZ,0.937,0.369,0.258,7.04E-05,0.108,0.0331,0.21,127.502
카페인,정승수 밴드,6JLQ1cfhEXquVf8WFuLKme,0.45,0.659,0.506,0,0.134,0.0384,0.388,132.979
"Bird+Disposable - Live at Nodeul Live House, 2021",Kim Sawol,0HXDnoDxJh6uMv0lE3tikE,0.776,0.518,0.531,0.128,0.748,0.0542,0.293,126.988
Winter Theater,cylinder,60nU1fMu2yelgc1TN83Eop,0.894,0.62,0.242,0.0108,0.139,0.0304,0.296,113.978
That's why you're spring,Jigu27,3yTjvrfLQa1WXAXqBXKEKu,0.763,0.794,0.374,0,0.0978,0.0292,0.654,94.026
Sail Away (feat. HAESONG),Kang Hyunho,1m8JMmV16TrgGeBNrt1SC1,0.393,0.662,0.73,0.0034,0.0895,0.034,0.6,117.999
3월의 밤,Choi Moon Seok,3V1YH9HkdVyurldYIMZX8C,0.324,0.525,0.464,0.318,0.361,0.0323,0.273,103.043
Between Us (Feat. OVCOCO),WEN,7e6bMKP3CEeyg6jbjFDcrk,0.776,0.773,0.598,0,0.112,0.0351,0.778,114.995
Pray On A Rope,Phil Yoon,2JPJlvi9ARshM4U6dwmHF2,0.342,0.483,0.653,0.881,0.111,0.058,0.232,126.462
SPRING OF CHORYANG,LEE SE YOUNG,2CVy1sSuzwKs2DJJlAM5rQ,0.886,0.754,0.359,0.904,0.139,0.0365,0.332,119.923
Bambi,정수연,75IjhFxQkIvCzP16IyR5Ob,0.77,0.425,0.172,1.26E-06,0.12,0.0468,0.196,79.878
START OVER,Park Sung Il,4gKHPsGzAZPQzGuuvIm8eX,0.414,0.645,0.713,1.67E-05,0.0976,0.0702,0.634,107.985
Challenge,Hyewon,7rSaFa1IUSsE3VUpyhsgsC,0.257,0.508,0.631,0.962,0.0835,0.0393,0.38,154.217
멈춰선 채 Standstill,Chin Sooyoung,2FO4NG072mM775tWuGErNB,0.994,0.497,0.0263,0.956,0.109,0.0567,0.444,91.563
Inflexible Chess Pieces,Junbeom Sim,0IBsuihyvthkFXRqDXOOAg,0.872,0.371,0.501,0.89,0.113,0.034,0.111,154.55
Behind,Hyena Park,6HvtI4dnFqS2YHxQxSRN5R,0.479,0.495,0.588,0.00205,0.174,0.0367,0.286,133.942
Look To The Sky,Minseok Choi,16Ij8FOcMTVN5XbMjziPpS,0.98,0.363,0.156,0.92,0.106,0.0833,0.0389,185.623
Consolation,준킴 X 이한얼,33SBaRtJMTaOVsqNZvYg2p,0.994,0.445,0.035,0.927,0.0983,0.0478,0.181,131.467
Purple Wave,J&,34Shh5noYkuYyheOnzWs5g,0.933,0.741,0.397,0.645,0.221,0.0357,0.281,99.985
Epiphany,BTS,6L88EH68XwlaXwvChlTS41,0.288,0.508,0.559,0,0.131,0.0276,0.329,135.866
Ending Scene,IU,06EMBzxDm2hueehobAlMtm,0.851,0.388,0.323,2.03E-06,0.143,0.0348,0.232,118.885
180 Degree,BEN,0O5bo4CqoUcXGyRPoeTHSB,0.682,0.535,0.513,0,0.0789,0.0319,0.173,133.481
My sea,IU,46wDG6evLn2iPoQ0F8CUWk,0.365,0.353,0.419,0,0.35,0.0341,0.122,134.334
Forgetting You,DAVICHI,59OFG0mm09ve4i3RcbmdwB,0.58,0.508,0.545,0,0.361,0.037,0.233,129.183
Hopeless Romantic (Feat. LEE SUHYUN),BIG Naughty,0LY4jOJChwNOYUp2dTNEss,0.813,0.508,0.302,1.09E-06,0.109,0.0379,0.255,126.799
마음의 말,Kim Yeonji,6CVX9ntSpFqJVZshovBh10,0.887,0.313,0.425,0,0.117,0.0318,0.294,171.158
Go Back 집에,SE SO NEON,1PpbY7tb1bcMPMfbACTHDG,0.0933,0.518,0.739,0.0154,0.331,0.0909,0.582,161.784
Someday,KIM JAE HWAN,5W3SrNE55U2N5kg2ygA1lx,0.638,0.409,0.56,0,0.145,0.0317,0.343,137.423
Dreaming About You,MIYEON,4GpACqU62rGBnFEQQyDZw5,0.768,0.348,0.549,0,0.113,0.0329,0.216,132.921
Can't Go,BEN,6uXeXVyxeZOj7pkKZPY1qW,0.859,0.517,0.415,0,0.279,0.0473,0.341,124.788
Without U,YUJU,6uy6OjdR33a74DfkaJ8Ar1,0.466,0.406,0.541,0,0.408,0.0426,0.399,157.196
one summer,Yang Da Il,7EAkXA5TvfYOYE9EzE3mtc,0.768,0.422,0.518,0,0.358,0.0859,0.563,140.817
Love Alone,IU,3dDJ4DlBQ0VaRYjLZhLDTa,0.914,0.496,0.2,0,0.2,0.0496,0.135,130.104
"잘 지내자, 우리",Choi Yuree,20s4CVeJ9VgW2jdNLKr1EL,0.378,0.498,0.458,1.65E-05,0.161,0.0363,0.158,143.876
Thank you for Goodbye,BEN,6Bg4lDnamQKDVbiV7M53z1,0.87,0.582,0.639,0,0.127,0.0458,0.302,133.668
Dear you (Romance 101 X LeeHi),LeeHi,3Hl54jMVxsDipnNQXG2xnV,0.801,0.41,0.474,0,0.115,0.031,0.222,130.394
Living in the same time,Naul,1IUqkIRRxO0CQSoEr6CLW2,0.861,0.447,0.504,8.80E-05,0.105,0.0395,0.334,133.632
lie,Yang Da Il,1C8vJqfSxRgF2lAxnwJz9E,0.568,0.387,0.462,0,0.11,0.034,0.2,134.674
The Road,WENDY,7cXJOM8t8pftyFgYp5Sm1N,0.529,0.565,0.628,0,0.111,0.0307,0.073,97.489
Days without you,DAVICHI,14xiv5uhzoRdqd3cxHiBbw,0.744,0.355,0.448,0,0.094,0.0287,0.132,147.662
The day was beautiful,Kassy,3LpAsXjqTQ5FUyptb2lujH,0.695,0.615,0.447,0,0.122,0.0398,0.316,133.742
Despite it all,Mingginyu,7LLnHEOcFGPd0ACRIE6CtP,0.93,0.544,0.0948,0,0.389,0.0414,0.279,108.961
Into My Heart,Lee So Ra,4gSZJTRH0LVTiKxBhv5JzH,0.977,0.232,0.153,1.51E-05,0.1,0.0491,0.146,195.817
The Island,88-Keys,6EvQreH8DrIwGkk50xIwir,0.731,0.545,0.365,1.75E-05,0.313,0.0292,0.249,151.562
Going Home,Sunwoojunga,4tHETrzVBsR50PKRmw9yZA,0.978,0.465,0.196,2.30E-05,0.164,0.0417,0.244,122.498
Still Here,ONEWE,7nVhKlC4JktgjoUXLdhly2,0.58,0.588,0.437,0,0.0685,0.0314,0.265,96.076
The Hardest Part,Roy Kim,0iJhBjjOrLKG8RwmjWWSfF,0.905,0.4,0.274,0.00111,0.0998,0.037,0.269,136.804
날 사랑한 처음의 너로 돌아와,Kassy,21gnQyyXCoEgDkq3kU9kWZ,0.579,0.414,0.621,0,0.344,0.0332,0.206,133.124
How You Been,Eric Nam,3dRrKVKeI1vFKqiOcO2vvJ,0.381,0.585,0.583,2.80E-06,0.11,0.178,0.241,143.661
Here We Are,Kim Feel,1ojMUMVW07SgOFXCiPEbsr,0.869,0.278,0.212,0,0.0931,0.0313,0.204,75.854
Sad ending (Feat. george),HEIZE,6hZoLssqHZJxLbqPu5g30F,0.499,0.779,0.633,1.41E-06,0.294,0.0317,0.533,117.907
Emptiness in Memory,Naul,3pOuipxjrJEwnnGhE106Rh,0.545,0.35,0.542,0,0.193,0.0328,0.223,135.189
바람이 분다,Lee So Ra,4TlKVrK0TnVlwvVSbUbbM4,0.351,0.443,0.509,0,0.109,0.0297,0.125,123.872
Meaningless,Mingginyu,3scpCy6R3B2V8zmD2lBq5u,0.884,0.603,0.385,1.31E-05,0.846,0.0311,0.469,113.16
Clockwork,TAEMIN,09SIbdUVr34sBd7Uwwt63J,0.524,0.37,0.448,0,0.104,0.0634,0.34,68.045
Just Friends,MeloMance,4ENniXI0VHnhW6DEpJETVR,0.851,0.332,0.168,0,0.1,0.0369,0.267,133.847
"Duet for Flute and Oboe No. 1 in E Minor, F. 54: I. Allegro",Wilhelm Friedemann Bach,4xglnE2yA87Ym31aVxBQnW,0.989,0.43,0.118,0.887,0.189,0.0488,0.513,88.604
when it snows in May,Yiruma,26EiFb8JMXdwKWCkT4cc6Q,0.994,0.434,0.116,0.939,0.133,0.0753,0.119,70.063
"Suite No. 7 in B-Flat Major, HWV 440: III. Sarabande",George Frideric Handel,3wEz4LwtG1Wdi8qppCukdL,0.993,0.26,0.0143,0.947,0.0761,0.0463,0.334,99.68
Into The New World - Orchestra Version,Seoul Philharmonic Orchestra,2WyMmDRr4kAweo0HczcLiB,0.274,0.318,0.605,0.927,0.118,0.034,0.201,108.083
But Beautiful (feat. Danny Koo),Ecobridge,1qUDUIgsXmCSxGuRPwOwNX,0.974,0.253,0.255,0.0506,0.136,0.0419,0.0739,119.076
Une Vie Part 1,Denis Sungho,2tE7v0aS6S78AjerGVTqRH,0.98,0.395,0.0692,0.88,0.153,0.0455,0.237,74.994
Esthesia,jung jaeil,1mvEfhUAcAp696WII9S24W,0.61,0.144,0.244,0.869,0.0841,0.0298,0.0986,87.616
la bianca primavera,Yiruma,0JjnebVxHxJ0A9wtTpfLhc,0.989,0.293,0.0803,0.929,0.0972,0.0515,0.0482,119.215
"Tosca, SC 69, Act I: Recondita armonia",Giacomo Puccini,1fPMSIOJRNZLqhEitUupuk,0.956,0.144,0.199,0.0538,0.108,0.041,0.0721,62.71
너의 자유야,정현묵,4h11kTlpCGg60Y18qA9vjV,0.667,0.136,0.59,0.00381,0.137,0.0428,0.186,65.974
Listen,jung jaeil,4RFNTlSZ5P3H6gFhFkr994,0.989,0.323,0.0113,0.918,0.0833,0.0777,0.0726,78.053
"La bohème, SC 67, Act I: Che gelida manina",Giacomo Puccini,6WMBG6aGd4oAJpyWadripc,0.968,0.172,0.246,0.000559,0.178,0.0398,0.108,80.817
Il Mare Calmo Della Sera,KIM HOJOONG,6dp5kRPh8uLwaPG8WcFLrD,0.727,0.264,0.448,0.0000346,0.12,0.0314,0.0916,137.214
"Ave Maria ""Tanti anni prima"" (Arr. for Violin and Piano by Cho Yoonseung)",Astor Piazzolla,6M1P67H2GXqqhEb5XbQLob,0.955,0.197,0.125,0.0169,0.102,0.0417,0.0868,152.183
Feel My Rhythm - Orchestra Version,Seoul Philharmonic Orchestra,7af1aCD9kJBI8YOCSh87lr,0.891,0.285,0.444,0.764,0.0539,0.0372,0.173,156.335
"Violin Concerto No. 1 in G Minor, Op. 26: III. Finale. Allegro energico",Max Bruch,0grBNFBmjb8abbgcVuqygz,0.951,0.398,0.203,0.804,0.0603,0.0394,0.322,91.635
Welcome To SMCU PALACE,SM Classics TOWN Orchestra,3EyZKeSteCNatEQuVlkm9a,0.821,0.124,0.452,0.897,0.308,0.0376,0.0786,173.685
"Sonata for Violin and Piano in A, D. 574 - I. Allegro moderato",Franz Schubert,2ThAvQYyd3ZqXhXLQfZ0Qa,0.964,0.326,0.0885,0.0888,0.111,0.0477,0.302,119.331
We Will Be One,Sumi Jo,6d8FfbeQRPThAt4Xl5PQWT,0.948,0.265,0.634,0.00387,0.0762,0.0528,0.452,121.838
UTOPIA,Forestella,3m4bN9t3W1CUU9TcnQHGYa,0.592,0.58,0.779,0,0.206,0.0643,0.377,137.036
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": III. Rondo. Allegro - Live",Ludwig van Beethoven,64YlvQ5riWGzZVVe71AFtQ,0.972,0.337,0.321,0.899,0.71,0.036,0.181,134.183
"Manuel De Falla : Danza del Molinero (""El sombrero de tres picos"")",Manuel de Falla,7aoqJgrvGikUKQE7NYK19G,0.97,0.484,0.124,0.877,0.0713,0.042,0.126,120.715
"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,3aflqY3isjShFUHoiS1QbR,0.993,0.371,0.00593,0.911,0.0699,0.0469,0.0384,135.297
Hijo De La Luna,Forestella,1BQQAGPRlpEYJLy9pAofVV,0.809,0.158,0.406,0.0000094,0.113,0.041,0.194,76.383
Blossom of Flower,Hyungjoo Lim,5Li6TVmxOA4k7LEpxKU3Um,0.85,0.545,0.426,0,0.11,0.0287,0.444,135.726
"Sonata for Solo Violin in A Minor, Op.27, No.2: I. Obsession: Prelude (Poco Vivace)",Eugène Ysaÿe,0ofrNa6LBKn1G9G03vJJVt,0.98,0.447,0.209,0.0166,0.117,0.0491,0.455,99.986
Remembering That Time,Jung Hwan Ho,7x9ycPYAFFqQ8o2AnBO9Kb,0.992,0.267,0.104,0.000049,0.186,0.0582,0.0472,82.287
"Piano Concerto No. 2 in F Minor, Op. 21: I. Maestoso",Frédéric Chopin,3xdfrsXKfVmotMOzCQg6v8,0.988,0.283,0.125,0.883,0.0909,0.0354,0.0568,107.096
Crying for Love,John Noh,017DPfnKqKlln2ppPS6cQz,0.772,0.507,0.504,0,0.12,0.0278,0.348,110
Stanley Myers : Cavatina,Stanley Myers,01GZqoFssNsVDz9CRzLNJ3,0.986,0.425,0.065,0.933,0.104,0.0424,0.28,138.457
Bohemian Rhapsody,Forestella,4a14qc1DukwBKpFoQzRCah,0.572,0.351,0.372,0,0.0891,0.037,0.128,143.006
Endless,Espero,7nGfKdVLjNJ11H8aHfz0h1,0.676,0.474,0.66,0.0000689,0.126,0.0306,0.238,96.067
The River,jung jaeil,4cn253p3x8Rm42HbzXpHlz,0.993,0.591,0.0425,0.935,0.103,0.362,0.0699,73.733
Anchor,LA POEM,0MMBIESr9bIUSq18evg5Sh,0.369,0.447,0.74,0,0.271,0.0609,0.287,133.63
"Manuel De Falla : Cancion del fuefo fatuo (""El amor brujo"")",Manuel de Falla,0tKfChdkcD6XRLzESdPd62,0.987,0.531,0.149,0.924,0.185,0.0455,0.618,121.58
The Red String,Hyungjoo Lim,5kyQ1Qio9GeYvsrPBxvqW8,0.869,0.256,0.439,0,0.112,0.0314,0.125,135.224
"Rondo in B Minor, D. 895, op. 71 - I. Andante",Franz Schubert,2iN2EXB7WVl8ZEPi9sVDB0,0.969,0.2,0.0846,0.735,0.0937,0.0409,0.0397,73.366
Save our lives,Forestella,6jV7bp6RxyWGvUt4RptTiF,0.644,0.183,0.496,0.0263,0.0999,0.0419,0.0883,107.881
"Piano Sonata No. 16 in A Minor, D. 845: I. Moderato",Franz Schubert,1bFKVMn8dqPF5J4C8KaPQw,0.991,0.348,0.0703,0.893,0.0703,0.0485,0.0665,82.094
"Impromptu Op.142, D.935, No.3 'Rosamunde'",Franz Schubert,0I438LZWCVHD8Z1wMG8hPK,0.994,0.294,0.053,0.921,0.0782,0.044,0.0771,102.369
My Heart Will Go On,Forestella,12Lo4EX0wt5uhUtKPwIaXe,0.834,0.261,0.375,0.000751,0.109,0.0301,0.104,98.382
We Contain Multitudes — piano reworks,Yiruma,1rpF77jsLBMG2QjCuhe0Sr,0.994,0.417,0.0287,0.889,0.079,0.0714,0.285,143.262
"Violin Concerto No. 2, BB 117: I. Allegro non troppo",Béla Bartók,7GZP28qyjxjNMI1d0jgEMf,0.935,0.249,0.122,0.337,0.0954,0.0416,0.0647,95.003
Solemn Love,Dan Jones,1C4QeGKTj6uA8tcVW0IvKQ,0.415,0.155,0.0666,0.637,0.264,0.0454,0.0545,89.317
Lovely Night,Hyunsoo Park,5mMzR4exCSdokzXVQh2VOq,0.443,0.67,0.375,0,0.333,0.026,0.482,110.109
10.1 (strings),jung jaeil,5pOtS3sP7IT1RRVM5hr3uS,0.894,0.132,0.0449,0.714,0.118,0.0422,0.0343,143.833
"Us, then",Hong Jin Ho,0VuQ9J9lpFdLAaQzKzBtRX,0.842,0.213,0.34,0.000389,0.259,0.0395,0.192,75.906
"L'isle joyeuse, L. 106",Claude Debussy,4VTnc3rElZ3Ihcz5VM8mXa,0.993,0.289,0.076,0.887,0.0845,0.0366,0.0324,101.755
Il Mondo,Jimmy Fontana,1Ep6pGxu3lZcqPJOLiYRbY,0.607,0.287,0.524,0,0.151,0.0335,0.143,79.124
In Love,Sumi Jo,5sCjHL8W4IwCIwAegbL1x8,0.968,0.205,0.299,0.952,0.067,0.0404,0.0581,135.72
"8 Humoresques, Op.101: No.7, Poco lento e grazioso (Arr. for Violin, Vibraphone and Piano by Cho Yoonseung)",Antonín Dvořák,78BAlsZXq7OxquB7hsz4TM,0.953,0.467,0.16,0.0119,0.0819,0.0401,0.155,84.097
Die Walküre - Ride of the Valkyries,Richard Wagner,0R9F6cHIutznEPD5AD5EFH,0.927,0.251,0.221,0.948,0.0787,0.0329,0.0919,92.548
for such a gaze of wonder,Chad Lawson,2zB8eY7fsdK1Xon0fDtC0J,0.841,0.201,0.114,0.941,0.121,0.0445,0.0683,129.998
Family,YOONHAN,7zYXGTdAyM2jJYCiKdWFld,0.978,0.488,0.132,0.888,0.237,0.0417,0.11,150.025
"Souvenir d'un lieu cher, Op. 42: I. Meditation",Pyotr Ilyich Tchaikovsky,496Pgn2s9SNqsZGY6s2Z4J,0.963,0.271,0.136,0.0141,0.068,0.0473,0.0388,130.201
Une Vie Part 1,Denis Sungho,66V6BzDDI5U9xEsrB5tTkK,0.98,0.395,0.0692,0.88,0.153,0.0455,0.237,74.994
Aguas de Março,John Noh,0LRM3HMOV539rX9dYfckeM,0.31,0.747,0.488,0,0.0633,0.0344,0.853,138.816
iMessage (feat. Yeongene),Uaieo,3vV0xQyt7FMYxDQxYBJfHJ,0.943,0.634,0.308,0.185,0.129,0.0326,0.38,142.022
"Bach: Arioso (Arr. Cortot After Harpsichord Concerto No. 5 in F Minor, BWV 1056)",Johann Sebastian Bach,5xfujtIVvNc4ieq441J8NJ,0.995,0.412,0.0145,0.936,0.0901,0.0481,0.147,133.196
The War,LA POEM,6XxWCHSggKK5lmUGRe1oa0,0.297,0.422,0.654,0,0.132,0.0324,0.193,170.136
Black Mamba - Orchestra Version,Seoul Philharmonic Orchestra,7y4hxkpH5y72ajZW6aei1x,0.741,0.251,0.71,0.851,0.046,0.128,0.162,57.734
"Cello Sonata No.1 in D Major, Op.12 : I. Adagio - Andante",Nikolai Myaskovsky,2WfGNKZ2gpO2nq2FhLSqnb,0.986,0.251,0.0749,0.817,0.1,0.0412,0.0919,137.522
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 5 (Espressivo)",Johannes Brahms,7ru3gpbiiHILS48ABqBLDe,0.995,0.306,0.0858,0.918,0.103,0.0419,0.333,79.105
"Piano Sonata No. 8 in E-Flat Major, D. 568: II. Andante molto",Franz Schubert,5OsaAWJPbbVeEz8jN9TFT9,0.995,0.337,0.0301,0.907,0.0765,0.0522,0.0727,97.557
Love Again,Paul Kim,6bM1AM7nvmkpFxUaH3eWk5,0.689,0.274,0.315,0.00119,0.0799,0.0332,0.322,143.288
"Die Zauberflöte / Act 2: ""Der Hölle Rache kocht in meinem Herze""",Wolfgang Amadeus Mozart,74R148YlWFrVqVTM1gjq6A,0.932,0.467,0.237,0.000116,0.151,0.164,0.23,107.11
memorare,jung jaeil,6K0CsO1HJbf7k2eOYg9khP,0.962,0.0817,0.0974,0.926,0.0831,0.0392,0.0318,82.861
"Goyescas (Suite): No. 4, Quejas o la maja y el ruiseñor",Enrique Granados,6OHAz2t0UYmbMVvLQBQK9O,0.988,0.416,0.0382,0.924,0.0564,0.0471,0.0392,100.732
Blooming,Hong Jin Ho,3CHPzAuqAM2UBSSN42RSW3,0.677,0.256,0.5,0.0383,0.297,0.0336,0.298,107.549
"Scènes d’enfants: No. 5, Jeunes filles au Jardin - Live",Federico Mompou,1nnnITAhUa10DROk1FhrCu,0.989,0.417,0.0236,0.467,0.745,0.0665,0.322,133.598
"Ballade No. 3 in A Flat Major, Op. 47",Frédéric Chopin,6J1aj3bVh1cEgMniGSGRGZ,0.988,0.37,0.065,0.912,0.162,0.0421,0.0831,130.563
26.9,jung jaeil,74Bg9EeK0eKTWi32RCQPPV,0.987,0.161,0.0222,0.663,0.159,0.0421,0.0287,56.344
Lacrimosa,LA POEM,33KwxY9n6ejsjrIkH2uO9A,0.96,0.149,0.276,0.475,0.0841,0.0366,0.0367,79.174
"Sonata for Solo Violin in A Minor, Op.27, No.2: IV. Les Furies (Allegro Furioso)",Eugène Ysaÿe,5MJ7PlUVP1cqpd7Bt6UVkU,0.98,0.478,0.209,0.0891,0.16,0.0682,0.292,111.873
"Mephisto Waltz No.1 in A Major, S.514",Franz Liszt,4uKWSTZnshdoSw0mwASnnJ,0.99,0.308,0.217,0.884,0.0806,0.0463,0.0383,86.783
"Die Zauberflöte, K.620 / Act 2: ""Der Hölle Rache kocht in meinem Herzen""",Wolfgang Amadeus Mozart,1LS8z44ljIsRXJCDcIKVsg,0.972,0.45,0.202,0.0206,0.103,0.0431,0.324,68.576
"Two Pieces for Cello and Piano, Op.2 : I. Prélude",Sergei Rachmaninoff,6zI5QVxrwU3rOl03Ao5vzb,0.989,0.151,0.1,0.87,0.106,0.0599,0.199,80.776
"Suite in B-Flat Major, HWV 434: IV. Minuet (Arr. Kempff for Piano)",George Frideric Handel,54o2CXo5WVAMIYHW0k9pqs,0.995,0.37,0.0123,0.916,0.137,0.047,0.0729,72.724
his days are like a passing shadow I,jung jaeil,5AVrdzGQuarou1dHpnqJqQ,0.491,0.289,0.144,0.91,0.117,0.0375,0.0355,100.485
"Concert Fantasy on Themes from Gershwin's Porgy and Bess, Op. 19",George Gershwin,0wxEjB5smW1Y62T7nh8DMD,0.929,0.322,0.211,0.00465,0.0647,0.0423,0.133,87.494
Island baby,Denis Sungho,4KK9FI8mWKkbn6ryGdUY6k,0.972,0.321,0.0703,0.937,0.167,0.0412,0.116,118.722
